1 , 0.3324108123 , 34.525669097 , 4152 , 648 , 6 , 64
2 , 0.7735124826 , -1.913834571 , 6371 , 40 , 6 , 151
3 , 1.1021052599 , 31.472007751 , 4152 , 648 , 6 , 85
4 , 1.1406036615 , 28.30172348 , 4135 , 648 , 5 , 283
5 , 1.2724032402 , -7.093389987 , 6361 , 40 , 2 , 44
6 , 1.2759865522 , 6.9201469421 , 5636 , 40 , 2 , 130
7 , 1.307839632 , 6.7720293998 , 5598 , 40 , 2 , 124
8 , 1.8160843849 , 27.708082199 , 4135 , 648 , 6 , 288
9 , 2.4726083278 , 25.923831939 , 4836 , 40 , 6 , 381
10 , 2.8429074287 , 6.3893518447 , 5598 , 40 , 1 , 134
11 , 3.6327610015 , -0.737557172 , 3325 , 41 , 2 , 132
12 , 3.9637312889 , 16.089832305 , 1904 , 42 , 6 , 176
13 , 7.5304555892 , -11.11362934 , 1729 , 40 , 1 , 132
14 , 7.8496747016 , 8.4667310714 , 5656 , 40 , 6 , 67
15 , 7.8674521446 , -19.76145362 , 6413 , 40 , 2 , 105
16 , 7.8991155624 , -10.50639438 , 1740 , 40 , 2 , 74
17 , 8.4888448715 , 7.2682723999 , 5656 , 40 , 3 , 72
18 , 8.6670007705 , -10.76651287 , 1729 , 40 , 2 , 140
19 , 8.9145565033 , -20.12538146 , 6361 , 40 , 4 , 144
20 , 9.0171079635 , 23.95790863 , 4851 , 40 , 1 , 86
21 , 9.120513916 , -10.10616302 , 1740 , 40 , 3 , 82
22 , 9.2150344848 , 23.990972518 , 4851 , 40 , 1 , 87
23 , 9.3397998809 , -19.93422508 , 6361 , 40 , 5 , 144
24 , 9.3930683136 , -22.54923248 , 6413 , 40 , 2 , 126
25 , 9.4904279708 , 8.6351633071 , 5641 , 40 , 6 , 59
26 , 9.8058919906 , 0.8641579151 , 3325 , 41 , 6 , 173
27 , 10.363206863 , -21.04467391 , 6361 , 40 , 6 , 153
28 , 10.366825103 , 25.499376297 , 4836 , 40 , 5 , 428
29 , 10.391222953 , -10.02142906 , 1740 , 40 , 3 , 90
30 , 10.866005897 , -0.1249298 , 2662 , 40 , 3 , 355
31 , 10.884970665 , 14.342568397 , 1043 , 40 , 2 , 72
32 , 11.943479538 , -9.835050582 , 1729 , 40 , 4 , 161
33 , 12.006296157 , 8.2970695495 , 5656 , 40 , 6 , 95
34 , 14.177755355 , -9.913866043 , 1740 , 40 , 3 , 115
35 , 16.170125961 , -0.80274558 , 3325 , 41 , 2 , 216
36 , 18.239269256 , -0.344997078 , 3325 , 41 , 3 , 230
37 , 18.734485626 , 31.948501586 , 4800 , 648 , 6 , 134
38 , 18.906835556 , 33.067768096 , 4800 , 648 , 6 , 141
39 , 18.956508636 , 31.080623626 , 4800 , 648 , 5 , 128
40 , 18.965986251 , 33.810703277 , 4800 , 648 , 6 , 146
41 , 19.791782379 , 33.030624389 , 4800 , 648 , 4 , 142
42 , 20.335346221 , 40.488147735 , 4829 , 648 , 6 , 211
43 , 20.662204742 , 34.437126159 , 4800 , 648 , 3 , 152
44 , 20.797901153 , 33.460189819 , 4800 , 648 , 2 , 145
45 , 20.79831314 , 33.529273986 , 4800 , 648 , 2 , 146
46 , 20.866270065 , 33.204353332 , 4800 , 648 , 2 , 144
47 , 21.182523727 , 33.429592132 , 4829 , 648 , 2 , 165
48 , 21.336488723 , 34.024951934 , 4829 , 648 , 2 , 169
49 , 21.381032943 , 32.13627243 , 4829 , 648 , 1 , 156
50 , 21.389881134 , 33.671443939 , 4800 , 648 , 1 , 147
51 , 21.41783905 , 34.713024139 , 4829 , 648 , 2 , 173
52 , 21.919307708 , 37.182983398 , 4829 , 648 , 2 , 190
53 , 22.221889495 , 13.793798446 , 1043 , 40 , 2 , 145
54 , 22.244331359 , -0.94899857 , 2738 , 40 , 1 , 67
55 , 22.248184204 , -0.561941742 , 2738 , 40 , 2 , 67
56 , 23.323789596 , 13.332027435 , 1043 , 40 , 1 , 153
57 , 23.533210754 , -1.032286286 , 2738 , 40 , 1 , 75
58 , 26.604387283 , -8.636620521 , 1741 , 40 , 5 , 38
59 , 27.250267028 , 13.211107254 , 1035 , 40 , 2 , 142
60 , 27.293146133 , -10.06123733 , 1729 , 40 , 2 , 262
61 , 27.295166015 , -10.42647743 , 1729 , 40 , 1 , 262
62 , 27.298421859 , 12.853254318 , 1035 , 40 , 1 , 143
63 , 27.308584213 , 13.05534935 , 1043 , 40 , 1 , 179
64 , 27.630210876 , 6.1445250511 , 5065 , 40 , 2 , 58
65 , 28.248666763 , 12.708472251 , 1035 , 40 , 1 , 149
66 , 28.554733276 , 7.883649826 , 5065 , 40 , 6 , 63
67 , 28.734207153 , -9.010812759 , 1729 , 40 , 4 , 272
68 , 29.087442398 , 5.6289744377 , 5065 , 40 , 1 , 68
69 , 29.094415664 , -9.061386108 , 1729 , 40 , 4 , 274
70 , 29.290777206 , 14.549886703 , 1043 , 40 , 5 , 190
71 , 29.670566558 , 0.5292119979 , 3325 , 41 , 5 , 306
72 , 29.894702911 , 14.00820446 , 1043 , 40 , 4 , 195
73 , 29.97718811 , 23.644275665 , 4844 , 40 , 5 , 59
74 , 30.037345886 , 12.656106948 , 1043 , 40 , 1 , 197
75 , 30.202573776 , -9.002575874 , 1729 , 40 , 4 , 282
76 , 31.369009017 , 13.251629829 , 1035 , 40 , 3 , 169
77 , 32.134704589 , 6.3236665725 , 5065 , 40 , 3 , 88
78 , 32.336849212 , -10.13309383 , 1729 , 40 , 1 , 295
79 , 32.367866516 , -9.680315017 , 1729 , 40 , 2 , 296
80 , 32.46162033 , -7.762476921 , 1869 , 40 , 6 , 49
81 , 32.487083435 , 16.032585144 , 5934 , 648 , 5 , 31
82 , 33.315822601 , -7.661884307 , 1869 , 40 , 6 , 55
83 , 34.060089111 , 18.311040878 , 5934 , 648 , 4 , 49
84 , 34.134880065 , -11.34847927 , 6572 , 40 , 3 , 120
85 , 36.695083618 , 20.497493743 , 4843 , 40 , 1 , 171
